0.0197944 0.0415771 0.00840802
0.0115826 0.0280593 0.00464273
0.0335743 0.0382015 0.0102464
0.0262552 0.0166797 0.00343268
0.0106831 0.05079 0.00724486
0.014697 0.0470887 0.00863565
0.028921 0.0365892 0.00759122
0.0229166 0.0307724 0.00695991
0.0217804 0.0320598 0.00827836
0.0109577 0.0396294 0.00490443
0.0296062 0.0315204 0.00612546
0.00682419 0.0219917 0.00179429
0.0182269 0.0345938 0.00438852
0.0170003 0.0257376 0.00324283
0.00721598 0.0225508 0.00221105
0.00933253 0.0318929 0.00331495
0.00927844 0.0307165 0.00350524
0.010861 0.0241964 0.00293344
0.00931178 0.0281062 0.00264389
0.012115 0.0294865 0.00340389
0.00819957 0.0263405 0.00281972
0.0134584 0.0239765 0.00304395
0.0165521 0.0293135 0.00399653
0.0139723 0.0262687 0.00352103
0.0100725 0.023666 0.00259231
0.0110739 0.0258812 0.0026851
0.011899 0.0260179 0.00219894
0.0113773 0.0362809 0.00361653
0.014041 0.0240513 0.00290145
0.0203801 0.0264743 0.00433885
0.0321155 0.0197085 0.0047868
0.0261551 0.0215037 0.00389465
0.014215 0.0197229 0.00258825
0.0200072 0.0210201 0.00427229
0.0217106 0.0228878 0.00456653
0.0333951 0.0227427 0.00618809
0.0438215 0.0184823 0.00474649
0.0070236 0.0241246 0.00158889
0.0321774 0.0222169 0.00561776
0.010002 0.017683 0.0019277
0.0189707 0.048917 0.0119135
0.0175563 0.0511957 0.0121871
0.0128478 0.048979 0.00863039
0.0175532 0.0436548 0.011162
0.0190557 0.0463127 0.0113511
0.022715 0.0240611 0.00646485
0.0114741 0.0292818 0.00581178
0.0131317 0.0377096 0.00738601
0.0162857 0.0494436 0.0108842
0.00830412 0.0200047 0.00289235
0.0372266 0.0429605 0.0131788
0.0403892 0.0533686 0.0160826
0.0127752 0.0336396 0.00468888
0.0320107 0.0665245 0.0156034
0.0439551 0.051779 0.0169876
0.0291854 0.0566264 0.0119445
0.0222897 0.0378184 0.0083342
0.0345518 0.0450525 0.0126885
0.0310286 0.0522436 0.0132828
0.0331505 0.0712034 0.014652
0.0419936 0.0487773 0.0147169
0.0207066 0.0838705 0.0160855
0.0121668 0.0586738 0.00920248
0.0110034 0.0773292 0.0118259
0.0143372 0.0735161 0.0137237
0.0109356 0.0732456 0.0126195
0.012907 0.0609873 0.0110853
0.0172291 0.0564194 0.0120288
0.0116162 0.0676449 0.0104096
0.0145444 0.0626494 0.0108164
0.012371 0.0492487 0.00914719
0.0148626 0.0674183 0.0123934
0.011245 0.0646697 0.0105475
0.0729584 0.0503412 0.0205493
0.0431139 0.0605362 0.0206748
0.0449216 0.0543084 0.0184821
0.0526028 0.0683385 0.0225867
0.0642507 0.0558497 0.0226737
0.0693723 0.0619929 0.0276988
0.0753126 0.062425 0.0294323
0.0663207 0.0470924 0.0156278
0.0670195 0.0637358 0.0233056
0.0669304 0.0526357 0.0215371
0.0665962 0.0590561 0.0240244
0.0624379 0.0567578 0.0196956
0.0261355 0.0297343 0.00533655
0.0192812 0.0244434 0.00454021
0.0276922 0.0254724 0.00640827
0.0236564 0.0160503 0.00325599
0.00457419 0.0128454 0.000834242
0.0195373 0.0291239 0.00639401
0.011167 0.0180517 0.00311548
0.00551199 0.016178 0.00141022
0.00614458 0.0108637 0.000738058
0.0252687 0.0254664 0.00428638
0.0371575 0.0286169 0.00756534
0.00350131 0.0241797 0.00148661
0.0422942 0.0223355 0.00698307
0.0174457 0.0643085 0.0133951
0.0163777 0.0374278 0.00678384
